size,time,resolution
973.0,4100.0,187.5
974.0,4100.0,200.0
975.0,4100.0,193.75
976.0,4200.0,184.375
977.0,4200.0,171.875
978.0,4200.0,181.25
979.0,4100.0,159.375
980.0,4300.0,171.875
981.0,4150.0,190.625
982.0,4150.0,193.75
983.0,4300.0,218.75
984.0,4200.0,200.0
985.0,4200.0,187.5
986.0,4400.0,168.75
987.0,4300.0,181.25
988.0,4200.0,187.5
989.0,4250.0,190.625
990.0,4300.0,196.875
991.0,4200.0,175.0
992.0,4300.0,206.25
993.0,4200.0,184.375
994.0,4200.0,184.375
995.0,4300.0,187.5
996.0,4400.0,200.0
997.0,4300.0,193.75
998.0,4300.0,187.5
999.0,4300.0,178.125
1000.0,4450.0,190.625
